asset_id,code,name,category,rationale
13f1e28d66064a17fe5b7155e17927c491493b9d42717debaaf9e219bf58fc9a,BALLZ,Ballzcoin,Memecoin,single issuance meme coin
e5a8af7124c2737283838e6797b0f0a5293fc81aca1ffd2720f8506c23f2ad88,LKY8,Lucky 8,Memecoin,8 lucky issuance meme
6d6ba069de0ef0be7ba31c78643eabae871997aaed685adb2a3fdeb1954184c2,$MMM,Mini Millionaire Marmot Coin,Memecoin,Mini Marmot Millionaire coin
dd06261ba264dd38c2b601ec06694a3fe1ab0fbc83683d3700e1ecc457c962bb,TIBET-INCL3-XCH,TibetSwap LP INCL3-XCH,LP token,TibetSwap LP token
9b958904ebff33ab7dad482323985dfaa347fce56ce3d19ab986964c7b13fe6d,MAX,WhereOmak?,Memecoin,Max Gail meme
abdeaa3009745478d1aa4ce462b574d1e433b1a12942dc83789fbcaf36144a5e,TIBET-$CHIA-XCH,TibetSwap LP $CHIA-XCH,LP token,TibetSwap LP token
a7c8135b134e1a477563480febefd2e2091afe15d24ab567045eb8fa024ef597,DXT,DeltaXtrade,Protocol / platform / infra,trading platform/robot token
99d34b73d2d1909f1c9ac105ba064cc9864c440a8e5f8bedf6924b8b797713e3,MFM,Mega Fat Marmot,Memecoin,Mega Fat marmot meme
42c6e84ae069d15113f90fe9617e539a891adbfdbc0639495afe6686036dd34a,CHIEF,CHIEF,Social / community token,Tang Bears by Alfonso
950ecbc2f34449c0e083bfc22b087ef3a794642acfb760d1fd00612ba1c9955f,MED,MED - Games Token,Game-economy token,Chives MED game token
36705e41d5ee1962c1407259a2cd8563dace4b9d7b42d43004955ef0b2e150e7,🐚,Shells,Unclassified,no description
d060556eb72208cfa0f78394cbe431dabfbba95752dcbca34cbb7d8848c12b09,WOW,WOWATCH,Memecoin,Watch to Earn meme
64d1e7e794464053858763f2082eb595ed4416976bed72ca679a553839ff189c,STDG,StellaCoin,Social / community token,Stella bulldog community token
38a5071bab76410b155d073c9780fe38555d24ddec1a2b64e8f3392864e11978,WOJAK,WOJAK,NFT-project utility token,Wojak Farmers Plot NFT
2655201e2fdc84fc08ef19e4d6b971110d750a9dadac1359d4ee4d44ddf7c51f,CLN,Chia Lotto Nft,NFT-project utility token,Chia Lotto NFT holders
ad737980cfd6a3ef70bb2e0867d23ed72a954de643d40b51d075cb413bf292cb,TIBET-NeckCoin-XCH,TibetSwap LP NeckCoin-XCH,LP token,TibetSwap LP token
df5178d61b8ccdf5539456fbe3f0cb86884bbe55502dbd457b868e2891a09fdd,TIBET-XFUEL-XCH,TibetSwap LP XFUEL-XCH,LP token,TibetSwap LP token
39e6c0bbf4118372c6705d65346f33cd920a0c6d362f776681e1fd530d7dc9be,TIBET-✨❤️‍🔥🧙‍♂️-XCH,TibetSwap LP ✨❤️‍🔥🧙‍♂️-XCH,LP token,TibetSwap LP token
bcee35d7043f02480107a70203e8b483b8404b2eec08efd30ce612bd23343373,42,42,Unclassified,no description
a8e913a16952f68a4e8a6b4ec65686ec7456dc5c9045b6c7e0dd9a4656f72ccd,boden,jeo boden,Memecoin,boden 2024 meme
76f8a24339230dcf8f83d79a6d7823929671f9dcc564583ae17f5aafaeceb68c,{WC},WhalesCoin {WC}🍀,NFT-project utility token,native token Bored Whales club
2b9f2ab9e2e7d87d2d9cc5724feb0f46fbc418d6c9c6f23434b1fc5e40921ac1,TIBET-LFG-XCH,TibetSwap LP LFG-XCH,LP token,TibetSwap LP token
4793260e9118425a32db6aabc8c8e11b1eeb536ca41ead21a85fa84403354b9a,TIBET-WARP-XCH,TibetSwap LP WARP-XCH,LP token,TibetSwap LP token
771fb6f5ec9a5a51243d45e2378bed7f1733221ec5cadeec8624a24f226ec1af,CNUT,Chia Nuts,Memecoin,Nut every day meme
44479960c96118f7f83d247822a0c9916198ff7256130a7c451cb6549daf9820,WEB,Web3.0,Protocol / platform / infra,Web3.0 Chia dev coin
37266aaf38765f142a981bf18bbe8577b3e0c1659445a6aa739cce497482321c,$HOLES,HOLE,Memecoin,not THAT deep meme
634f9f0de1a6c39a2189948b8e61b6852fbf774f73b0e36e143e841c49a0798c,wUSDT,Ethereum warp.green USDT,Stablecoin,USDT bridged via warp.green
cd4d292b5969aa607667de786766b45d0ebd47a9e20d028fa6cf52ab67d6649d,🦐,Shrimps,Unclassified,no description
aa937ec8694be546e967642d7a2191d7bf01cc98f736f908a5a74fd39de92b8e,AZZ,AZZ Token,Memecoin,limited meme token
0f8676bd61b83d8cc8543cf75a54bb6963ea7c9465eb2da4b84901778ad37d3f,XPCD,XCHPool Discount Coupon,Protocol / platform / infra,XCHPool fee discount coupon
5ba3334d0fdf14cf0e64b49e7d0b19b34e049a083bf40f84a70c8e39cddd867d,XCS,Cesium,Unclassified,no description
a84a40fec6d65fc97ea42e46ff7b2ea66ad66ab49b02d1673539d91d54fabae2,🌳,tREE31000,Memecoin,tREE rare earths meme
579cf1f31744b34b18cf4b917e74c890871c9a6aac4308ed269254610f46c2f8,TIBET-🍕-XCH,TibetSwap LP 🍕-XCH,LP token,TibetSwap LP token
2ed236fe3fa979eaad87d89d10f9156539526f8b6c60d6f341f9de5b1f7c19f5,SMOON,Soon to moon,Memecoin,keybase messages meme
759f4e056d21c4b6cce0f955dbdfdd12c9826e5f4b3b6e68a574c78c1b2d9076,BTCS,Stably BTC ⚠️,Stablecoin,Prime-Trust backed (depegged)
6e1815ee33e943676ee437a42b7d239c0d0826902480e4c3781fee4b327e1b6b,BSH,Brother Shiwan,Memecoin,Shiwan commemorative meme
a96b37350c890bfb16cafc3acd10e249a3424e7ca42510c8f92e0a9838665dd3,TIBET-XCOW-XCH,TibetSwap LP XCOW-XCH,LP token,TibetSwap LP token
be6b283c7010616c7d2ed18cd7950d42a35d932a47bed38727e2411f25cee4dd,TIBET-USDSC-XCH,TibetSwap LP USDSC-XCH,LP token,TibetSwap LP token
c695c50f19e13b0fa1b07a1513a1d1cc39fb64da31eb1ed513addc1636fcb64e,ZIG,Ziggy,Memecoin,Bitcoin of dog tokens
358bfe761cc7a5d4810d74b48cc9509e3bea58ea01ca7631670fd794183e0446,TIBET-THW-XCH,TibetSwap LP THW-XCH,LP token,TibetSwap LP token
99fc775b37ca4fe4665b424afc2e2f8337244dbd3109adf140918ae183ebe277,whoren,delizabath whoren,Memecoin,senator 2024 meme
efd85235c35cda41c7d58fe0ffed4c54048540d130fe8e6cd645ec5b2aebb9f8,BDOG,BallDog,NFT-project utility token,Balldog NFT governance token
7b8e3efb6292a9737aa29374a611b18103c7d3ada28a5e36db6434c2100cf671,TIBET-XSHEP-XCH,TibetSwap LP XSHEP-XCH,LP token,TibetSwap LP token
e21dcf058e8f1d8b2bd145c6f4891b9b16967384acd1af0c76b110cf02372f81,TIBET-XPIG-XCH,TibetSwap LP XPIG-XCH,LP token,TibetSwap LP token
68e2d5c01ef319196af1325b342dba68321ce54b50d252a058ceb103911de9a7,TIBET-XCHIN-XCH,TibetSwap LP XCHIN-XCH,LP token,TibetSwap LP token
895d30090a17116d282af37cedec585613d4ee0faec3eaa7e19eb3f2bcd236e1,TICA,Taichia DAO,Protocol / platform / infra,DAO-as-a-Service platform token
c03ac995d15d316a8ccdc9e3d7a0effea55ad1d26e82b71eecf73a049c3d9e61,MINT,🍀,Memecoin,clover meme
f3f2b8a1d1480c1d7d241e0fc5e5e3b8a346cb861474fb0b55b512e6f26184e7,CCFO,Compassion CAT - Founder,NFT-project utility token,redeem for Green Wings NFTs
ba2b5d01f8379116ae6fdd547e39e3124bbf3ff2ecfb11c57c97077e74f201d4,🐬,Dolphins,Unclassified,no description
745abada28e244928f91736ed8051e16930a5b6fdc6a89ec85d91133c50c9615,🐠,Fish,Unclassified,no description
d9fc39c18b9f302ea4b3746535df4eaf613339910f5cf9e1de71af0b6b82222e,🦀,Crabs,Unclassified,no description
ca861009baf2c825482504f359c9fc399a0a0af5ad678398eeab92551821d203,OFAB,Outer Fields | Booster,Game-economy token,Outer Fields card booster
24681286bb98d901647a863b59c6c932408ebdc5c02ccd885b01d652adc1710e,🦞,Lobsters,Unclassified,no description
db043fe4cd0f9f178e46774492c0969c7110ac355fcc580dd710c7fdf97881df,CNI,CNI Stock,Protocol / platform / infra,tokenized Chia Network stock
b4c8025254a1a6ffff1a05c9cb9d0521dd42f1efcb9e091ddd6b47d29150c8c3,MPNY,MoneyPenny,NFT-project utility token,tied to NFT collection
8eaba7f33f848a30ed376a5f5fd20a49d5adf93a0bb894ae857c5a0ff52195ce,🪼,Jellyfish,Unclassified,no description
a30b9db819b73cfe6de386e231f8322462ca21e7e74966f242db68ef8ebd7fe3,TIBET-CHUMP-XCH,TibetSwap LP CHUMP-XCH,LP token,TibetSwap LP token
5283bafe633f7701c662fa216eee1c257725eb122dcf8e661ad62e2bee7609d9,🐢,Turtles,Unclassified,no description
d6e7f6439bbd7b5481999540b6fc8edf32d7aeb9b7d531ad59aa189fce26ae4f,CHIANKA,Chianka,Unclassified,unclear/ambiguous
f7f44a509faa1c354b8f78f1aef1b79bea31fc3c387ed36934039bc9de023054,LSD,Liquidity Supercharged Dollar,Memecoin,self-described meme
4ec438355a6b7506cb85e7d330e758d7b30d0bcf44021517f094ed878f74afe0,VAL,Valentine,Unclassified,unclear/ambiguous
84e4b6e52378b3325d5173cc9c142d51fb8159a5bd25c00a21564a2cc889d8df,ZEN,ZEN,Social / community token,TangGang community token
c64a132765edae47493c401d53b5e17971bbec5cf92e4054785f7709a4e2f118,TIBET-¢ni-XCH,TibetSwap LP ¢ni-XCH,LP token,TibetSwap LP token
fd702a16b14ebb47ca4c3a8bceb25dac68e6fad2257ad4b47fdc0f148659dda8,TIBET-NIOG-XCH,TibetSwap LP NIOG-XCH,LP token,TibetSwap LP token
87492d7499e9f5a884c9c7a5db21c05a5644b7f53208a1bd8916dce056b9ec16,CBDS,Cash Basic Defence Self,Unclassified,unclear/ambiguous
b3867458a6af107794a09b6083e3f0f05fbece0adae328f4df9ade53a60ca1b3,C1MT,CAT1 Memorial Token,Memecoin,CAT1 Memorial Token meme
ea6da19358a08fc000002985c8d1ffffc687346aadf2e9a0d98e49f567abccba,MAFFF,ITS JUST MAFFF,Memecoin,self-described meme
8dddca755fa6f13f4acab5bc59c1a7656fecb9d7cbb68701855401ee0cfe390e,BLOOM,Chellyz Bloom Token,Unclassified,unclear/ambiguous
ad84b5ed5f9a040a12cf75d9ad4c592dbe2866d621b006c12280f14651fe1be5,YOINK,YOINK,Unclassified,unclear/ambiguous
1b9b4f70b6da701b445d7a0de1a45a0038abfcd2e448503a32d3de1b182d41c3,XTECH,XTECH,Game-economy token,MinerVerse/XVerse game resource
8093fcd312eceb63fcac9306d83e257a43f8a6bed628ba0c9dacd853cfd37413,TIBET-CHAD-XCH,TibetSwap LP CHAD-XCH,LP token,TibetSwap LP token
118abe6c8398f4ebac0eab0f8221244276f17335ad8df85ce31798ba75933fd3,TIBET-NIOC-XCH,TibetSwap LP NIOC-XCH,LP token,TibetSwap LP token
5364c7e938cb8ed78630008ee844d9c6688dd0729fb7c72e138b277c3af19a06,TIBET-HonK-XCH,TibetSwap LP HonK-XCH,LP token,TibetSwap LP token
e1c77e2f2bc1758cfd4f3f875adc9b96db322a558072a5b0b8e697d0931bd7fc,HFBX,Hippo Friends Bucks,Game-economy token,Hippo Friends Bucks game
271b8779e8454aeb4b0e0dd2b09900e1976161f58b88ad6682529870b312b81d,COW,🐮,Unclassified,unclear/ambiguous
4f80f2c16145208330b16ada79f1ef09eea72b456d75fc39364271626acb6272,🦭,Seals,Unclassified,no description
97357cdd797c101739a0e0415809fb2f25958e59117ebcb1c21ee0c7c5cc4ef0,TANG,Tanginium,Social / community token,TangGang community token
5a1ddb8379d9547e68a71e870103f9a5cfb049dbf83eec309e4df9e166a01b98,SQRT1,SquirrelRat NFT,Unclassified,unclear/ambiguous
0a7294d62a5c4cb78930f03d5d988f3b88496eee481f176c5264ccd149289689,NBR,NEIGHBOR,Unclassified,unclear/ambiguous
ba36df73e5f4ddd5c298bba7030678ebc1bbc5d4431663cffd0747099f81d8bb,CNS,Chia Name Service,Protocol / platform / infra,Chia Name Service
4cc4c6d12d75e1e5eb403527336587782a0387ce47142bdb3802e06b872d5b24,XSTONE,XSTONE,Game-economy token,MinerVerse/XVerse game resource
56de7231a70a27e3137b4362214d0037d1817ff075be604be63238382b1935d1,TIBET-MOJO-XCH,TibetSwap LP MOJO-XCH,LP token,TibetSwap LP token
2ccbaed18bc14fcd3abe862c229ae4730e9c29cac46a5c0996e25b3d435327be,NWO,New World Orange,Social / community token,TangGang community token
6609ae6dd66a800dd7d4dfba54e1ed614362a08381dd2d60f95b779e32710f83,XMETAL,XMETAL,Game-economy token,MinerVerse/XVerse game resource
66bce98d19045fe686d133c55bc9731abed7a71a311161d79de017700fa20f0f,TIBET-C2R-XCH,TibetSwap LP C2R-XCH,LP token,TibetSwap LP token
c9923b86c696f35a116f2376c812a58ca3c835e68ffc128a5a51a0021f0bee81,TIBET-🥔-XCH,TibetSwap LP 🥔-XCH,LP token,TibetSwap LP token
82bd24df4a320d3324dc3aa259b2934ac887b32e00f09dac3eebba22128eb84f,DUCK,🦆,Unclassified,unclear/ambiguous
440879faa061603be94b340f4041aac35081e5f4d7a7671c9b5fd0b1d914bd7d,TIBET-G$b-XCH,TibetSwap LP G$b-XCH,LP token,TibetSwap LP token
532775c90d1b454232b51c5caf35601371cb4e8df9042133d603e01f05bb25aa,TIBET-DIG-XCH,TibetSwap LP DIG-XCH,LP token,TibetSwap LP token
fbb1ef6828a6089e5440ef21a0f46b89ca5731ee727a9e90266b33ed88471ff0,HR,Hurricane,Memecoin,self-described meme
21ab5244a2732e01ebc0491e1cee8e0d9dc203dd63ac73ca6e523d6138e12f18,CAPES,APES IN CHIA,Unclassified,unclear/ambiguous
f090423b386cad6d7d64376397a5503026dc63ea164349c9998b5e3734ea2dce,MMW,MegaMeow,Unclassified,unclear/ambiguous
6d113dc5217699020c5e10aa138ec28fe3e15d894e9876b1647d9ad6bf6b1d6a,TIBET-BYC-XCH,TibetSwap LP BYC-XCH,LP token,TibetSwap LP token
899dd11ccee41f7662997e328981ace4eed2ee90bfe51f7404c7d827b8dcee39,CROAK,CROAK,Memecoin,self-described meme
3c129dc1a2f21e649717ec9986643162dcef2b83f4b43185d2923a90344e267b,TIBET-XHAY-XCH,TibetSwap LP XHAY-XCH,LP token,TibetSwap LP token
715108d993c0b296d7754a8361222f1ace66f115cd0a2b943550471365d1670b,TIBET-MOG-XCH,TibetSwap LP MOG-XCH,LP token,TibetSwap LP token
34b14863f51635a20b0f4ef2b1d85280e11552498f79bd74facdca1865a58935,💨,AirCoin,Unclassified,unclear/ambiguous
650fad74542be77115ad1bcc3b3e59001eacb86fbfb01aa016319dc932748eae,TIBET-BTC-XCH,TibetSwap LP BTC-XCH,LP token,TibetSwap LP token
0246bb1c84fa6f64d6684f8ffaeb54b67796dad12dcb5a47d590d333f5a430a8,TIBET-ALGOLD-XCH,TibetSwap LP ALGOLD-XCH,LP token,TibetSwap LP token
46efa82f52027a741714066db2293bffdc88dae793658432d1604c644d334379,TIBET-GOLD-XCH,TibetSwap LP GOLD-XCH,LP token,TibetSwap LP token
d728cba6b5c5d5aeea91019803c6156722a91d79d3e945c74fc0d29a98379c02,HOCK$,Hockey sticks,Unclassified,unclear/ambiguous
db7454c93c26b84a147bb011b2252a7f66a9e24549b507604c842ed8089bf106,TIBET-MBX-XCH,TibetSwap LP MBX-XCH,LP token,TibetSwap LP token
d332339b36c8ddd329a5e471a279c4f689395723c8d73ae81537fae5937184fd,BUNCH,APULIA GRAPES,Unclassified,unclear/ambiguous
44c92ff85fdfbb7c1349265108b1e5899938b84941c94a4be57405d3b9bee9a6,TIBET-YOINK-XCH,TibetSwap LP YOINK-XCH,LP token,TibetSwap LP token
db55c0aafaa830a0ba4cbbd1d07211b291f925fe4a41580c6da087145c0dcb31,TIBET-MZ-XCH,TibetSwap LP MZ-XCH,LP token,TibetSwap LP token
791b0bd5c1ca39038469c3f7346881889e81185a8e02aea84f2a8d61ee1d9e6b,BEATS,BEATS,Unclassified,unclear/ambiguous
824c71e37ac660006e03f7884561e7a124d930460ae1506a9c234c06ebc6aa1d,AIR,AIR,Protocol / platform / infra,governance/DeFi/infra token
16886d84fd3e6fa07272603fe61a9f5fc8b99a83d1637b849873b2050a418367,,,Unclassified,no description
61ab1f8ad006196c1166b92ef3f298812d5b9d32c1b78a80410b2e81673970c8,🔥,FireCoin,Unclassified,unclear/ambiguous
6f84749d908f4e0dd260a9b98c36bf88525759c288f5fff245e0d05ca8cfaac0,TIBET-XSEED-XCH,TibetSwap LP XSEED-XCH,LP token,TibetSwap LP token
83c8fd2b3d0f80a7bca4b0021b3bee13b6b44f82303be8cb8dd61252e342704e,TIBET-BANANA-XCH,TibetSwap LP BANANA-XCH,LP token,TibetSwap LP token
6784015939685cacd6bc01b16309a1cfb33977be7811bb0545326a074d97f47e,YEBIGA,YEBI GA,Memecoin,self-described meme
f9fea96774793dedb3e5f2c99497055a2e395e3161f99db0ec8956f1d308cbeb,THC,Tokenized Hyper Coin,Unclassified,unclear/ambiguous
59441bb99a2765cca75fcf435a017cfe942d3131f7f68abd344ed3d8b273d0e2,TIBET-MWIF-XCH,TibetSwap LP MWIF-XCH,LP token,TibetSwap LP token
1efff18fedcdb63818a1b41ab3e977707bc314a090e7ea5db396a56095290604,$HORSE,House of Regarded Schizo Equestrians ,Memecoin,Schizo Equestrians meme
03c18a17fd92e879cdbaa7bb5a947976ea28ee2ee17847ea21517da5e6b2492c,RAT,Revocable Asset Token,Unclassified,unclear/ambiguous
b3816771b634b015280eea37f854ceb6ae905c8b82f5d277e181d7c4f2635c19,💧,WaterCoin,Unclassified,unclear/ambiguous
d6faa42c5a554c9323f0b1de604f021d966c5ffec251adf97907f312279c1d9f,TIBET-🐈-XCH,TibetSwap LP 🐈-XCH,LP token,TibetSwap LP token
ba0505e9955be82a9a9239e657d4e9397e7124d7e7960fef66212e861a35ffbf,🌎,EarthCoin,Unclassified,unclear/ambiguous
9b585fc0851e74393de98332f486604e02eefd58d6a95647f8551a692e535b76,TIBET-USA-XCH,TibetSwap LP USA-XCH,LP token,TibetSwap LP token
89f3f718cd4077f1685f338974ec7ee7850444d4e2fb9b5c4dcf02e40e12663f,NIOT,NioMint,Unclassified,unclear/ambiguous
d11680ca2eae38854d3940a3ad59d1018bc762b8acbccdcaa4496e2887ca227b,SBC,Spaceballs: The Coloring Book,Unclassified,unclear/ambiguous
4e34fb4247865a1a644c992a51340aa32f397f094cf1abd9663803ed4e172dfc,FLXG,Felix Gold,Unclassified,unclear/ambiguous
d7f5081c76d58c3ccf42566bf15b960784f1a686468c58eedd3fa764ef0ada45,NIO5,NioStake5,Unclassified,unclear/ambiguous
5a23534befab31f90f63034dea2f5ea8263d94f8294de423bf11f2789ea4e5da,TIBET-MAX-XCH,TibetSwap LP MAX-XCH,LP token,TibetSwap LP token
3edb0b2199b913135f722eb5b9d590a2a9ad86885380830c0a84d53dea034804,MRBL,MarbleCoin,Memecoin,MarbleCoin meme
9cccbe22b036a1d75d31a828b20fe1906ecb5c3358e4a0358c5a2359aedd01f6,TIBET-MIRROR-XCH,TibetSwap LP MIRROR-XCH,LP token,TibetSwap LP token
0736e0a27b615a1c62ae655a577325ef8905cab958d6d74b1f3682c48615b377,DZ,DZ,Unclassified,unclear/ambiguous
88c30463dbc67745c3eb85f0a8b3df1bf4b7ae117926d7dc77042e04ad367077,CCC,CCC,Memecoin,self-described meme
8c77de1427156b98fb15cce77d908f79bd69f6b4b8e3a60d8e051dac481b5365,STR,StarBits,Memecoin,self-described meme
71765f6ad4747e8fc7349411ff887c5d5abcc17a537f723fc3a296062b043996,TIBET-MIO-XCH,TibetSwap LP MIO-XCH,LP token,TibetSwap LP token
35abeeabdc079ed3ecb8eb8ac3c424f593a047078635c18b96b97576d3ca963b,wLOVE,Love,Social / community token,Tang Gang Love token
47254e1bd88d6f08a0d93d571998c058784eac231606f6cd87d150a10dd5d1fb,RUG,It's a rug,Unclassified,unclear/ambiguous
b7c0b9c3a59898a8a9e9be1e9d77d63be558bc57060257a2a667c8ca7ab687a8,HONEY,Hairy Bear Honey,Unclassified,unclear/ambiguous
9bb8ffd2f1675fc23c9daf581e613bf791b06102f2d2f7950f7d776894a04a85,TIBET-GYATT-XCH,TibetSwap LP GYATT-XCH,LP token,TibetSwap LP token
1a2652d2ac20635348a24b575f96d716941f8e52214a7df69c857599740b4d90,TIBET-XSTONE-XCH,TibetSwap LP XSTONE-XCH,LP token,TibetSwap LP token
9adcd7a519a70471960a3e5914d7c14735925683b0e7440ffd058bd0c41ea916,PFP,PFP,Unclassified,unclear/ambiguous
480f52ae9bceb6add706ffaaa48d2c541233fa71a342909b2f902baa69b936d2,💯,💯,Unclassified,unclear/ambiguous
f4741633837347659fcfa60664719d0fa765e912a62dadde8761f285c06b9298,TIBET-XTECH-XCH,TibetSwap LP XTECH-XCH,LP token,TibetSwap LP token
9a2aca2b130287259e3855a108365f527a905c591ea6f37b4d31b6b705ce1e9d,TIBET-MINUTES-XCH,TibetSwap LP MINUTES-XCH,LP token,TibetSwap LP token
6651a352a4b9c0973faedf5f2e03ca187a0306b8402487d12c505b48881eeb97,,,Unclassified,no description
8df7d606644abc6b0f23d8e12e10b4e57b6824f26135e2b00b88afa7706e03d2,TIBET-ENIGMA-XCH,TibetSwap LP ENIGMA-XCH,LP token,TibetSwap LP token
9cdfb5fa1fe006386ac149f889a6ad029b397656a6d5660ec695606d101ae249,🍆,WANG,Memecoin,self-described meme
1bb207c40ec1c4099499b77aa3c657e48eec03f1ea157f500c3f5d46df65c77a,TIBET-XMETAL-XCH,TibetSwap LP XMETAL-XCH,LP token,TibetSwap LP token
83bb69d63eac958b1cfd4b4f10a286c9926ebdfc4306c49a0205c4eb455ed395,DUNK,Dunktober,Unclassified,unclear/ambiguous
de1bf7ecfb1a64b01c84bfec3578b7eaf7dd68e006fdbd4785c732743c468507,TIBET-JOCK-XCH,TibetSwap LP JOCK-XCH,LP token,TibetSwap LP token
eee3acd94cf44f8c545f2c40f5b6254d6cd610f535c707ddf3a25ea51820d04c,TIBET-ACID-XCH,TibetSwap LP ACID-XCH,LP token,TibetSwap LP token
e4546d755d65e22ad430d8183f08370e4f51c7e2bc9a6ddd9c147a6074e56ac7,TIBET-SBF-XCH,TibetSwap LP SBF-XCH,LP token,TibetSwap LP token
318424dd2529fe52c52cad579685aa35782d459f2aefe2587d8c41a1ade85116,TIBET-ALTOOL-XCH,TibetSwap LP ALTOOL-XCH,LP token,TibetSwap LP token
3df660e538e935331a39a1c986ebda7111af06647ace0e9c345daba2b92ddf05,TIBET-NINJA-XCH,TibetSwap LP NINJA-XCH,LP token,TibetSwap LP token
ec208bab726f6a2d9411d7330c3ea92f41c2bc9c832e1efdd1679bdcd175ba26,SSP,SSP 1.9 scenario,Unclassified,unclear/ambiguous
d1b161790df06e2339f9e1b7c550919731a0bc009fccbc87898ae12c494df652,TIBET-ALFOOD-XCH,TibetSwap LP ALFOOD-XCH,LP token,TibetSwap LP token
cf62db954959f58f6db511e928d8c23cd7561676023bbbdbd790bfc7b7626b0f,LBSS,LAMBOSS COIN,NFT-project utility token,tied to NFT collection
4ea9037096cb1eb0fbed37bc301cdfc80c41e25d787b2afdec078392ca980988,TIBET-wUSDC-XCH,TibetSwap LP wUSDC-XCH,LP token,TibetSwap LP token
1af35863d6b110eb70150b10f6bb1f72863a79934d6851cdbf3315bb0a258c20,CHM,ChakMoon,Unclassified,unclear/ambiguous
7eba2dfb8b0be8a91bcee8416f70d5d2f15466de5f8604622fee5dc37a8da237,KEK,feels good man,Unclassified,unclear/ambiguous
209fd79450d51856eaa980af5d14bbc0d4312e692817f6c014820733d5902ba7,DIAS,Farmer Diamonds,Unclassified,unclear/ambiguous
33b24e48d33ff65bdf5eb4e90780cb5510e9c132e57636d31a2b75f44255ac2e,TIBET-GWT-XCH,TibetSwap LP GWT-XCH,LP token,TibetSwap LP token
a18d199659a6a4a4ab4c639ca6da655bee049ab74c89454a253950296a9e4fbd,GOON,Gooning,Unclassified,unclear/ambiguous
90b140fbbef56e6dfc880415242092eea7ff4420529664db36635c7cfb0a50d6,🤲📁,OFFER FILE,Unclassified,unclear/ambiguous
429793b1d0e25c115da34bc7a23809d4b4981e8b99d2c2282b186e743be43844,CMA,Chia Meme Academy,Unclassified,no description
2b8314865ffd1becce74becb29cfd5aa8ff5da78f2055bb37b88aa67d6e0e89a,,,Unclassified,no description
545d961ea53b05dae7e3779ae06dc48aac050a8f80b8e9b1eb4629cb9d425f8e,TIBET-ALORE-XCH,TibetSwap LP ALORE-XCH,LP token,TibetSwap LP token
4411b68bdb2d1e13a50f66b69ccbc4c4df0c8c074d092da610b5f136875eb470,METAL,OfferWars METAL,Unclassified,unclear/ambiguous
96a914615cbf6adb9ba7b120b7577545826147a3b72517429d74418ef6c72776,TIBET-CC-XCH,TibetSwap LP CC-XCH,LP token,TibetSwap LP token
8f27f8b6aa31e07f4de43e12eea854ab450d56afdd65be4328928f5bd2fa80cb,XIPM,Mystery Coin,Memecoin,Mystery Coin Fools Gold meme
e2edfac6692851c1a582f58835dcb086ee0d2251a6c3cd1b2550921bbac2961b,HERB,🌿,Unclassified,unclear/ambiguous
c0eb7cc73ef2e789a7b9cf7c8c27185beb2ff5fdf2997da28a6b9b3714e4034d,NI,No Idea,Unclassified,unclear/ambiguous
8a0208f53687ca9dfc5ea48dd14396461707848baeae6230b4977b05654ea8a0,300,The 300 Spartans,Unclassified,no description
109ccae6e0ff923c080e31bebc61c2663d79d0e6b47735d32811d0c3e42a5283,WOOD,OfferWars WOOD,Unclassified,unclear/ambiguous
fc55fd71d19ff358ab33f668ad7150740b5b932c953abdf531916106e942f600,TIBET-ALWOOD-XCH,TibetSwap LP ALWOOD-XCH,LP token,TibetSwap LP token
a40643c0aea0161cbe39460f967ec2820d8d04c23727d3d9f33eb54395b3865b,JAC,JustAnotherCoin,Unclassified,unclear/ambiguous
7df4ee8b1248811068debe40b94d2f78d0d1ecd5e3abe1783db1ba3f1f412f7f,STONE,OfferWars STONE,Unclassified,unclear/ambiguous
97bd6d179cedfff84f4a0e82982765dfeab0eec7c1cef7ead0b5f23360de7a63,NGDPLT,US NGDP Coin,Stablecoin,dollar-pegged unit
a28ab4ac91b5cb23f1156f22a248e51b509be8f2fa76eba663a9544eddde09d7,TIBET-$TVL-XCH,TibetSwap LP $TVL-XCH,LP token,TibetSwap LP token
f09c8d630a0a64eb4633c0933e0ca131e646cebb384cfc4f6718bad80859b5e8,XKV8,XKV8,Protocol / platform / infra,Proof of Uptime mining token
a8859921de8eadb477972e11821dd15420acff79edccbc297181846722d2c9e1,TIBET-GRC-XCH,TibetSwap LP GRC-XCH,LP token,TibetSwap LP token
b44efa9efaf5a7be6ad27802ab301aa6a86b13aaefbe0c82aaf9202c4f61ad47,TIBET-BRAM♕PUNK☮-XCH,TibetSwap LP BRAM♕PUNK☮-XCH,LP token,TibetSwap LP token
d3c8d7cb8a60dfc2c335e7c9b9ffa4ced8a85ca9fb11a86a86fafa125eeffd01,What's,?,Unclassified,unclear/ambiguous
a2fa900d1afc3d8bba427cefb8e6cad09c1eb8796223b35341c7ebc81929183a,TIBET-TL-XCH,TibetSwap LP TL-XCH,LP token,TibetSwap LP token
ec48aa4468e9c7ac557c79d9b5be0a52329351abad07a71e61b47bf94bdf7bc0,FA,Forever Alone,Unclassified,unclear/ambiguous
eb11cb4c71f73e4fedc7f74501b9ec4505bf960fe89924c4952d74a1a204eae1,RATZ,Space RatZ NFT,NFT-project utility token,tied to NFT collection
